5000,1280,720,90,1107.5783,1099.4097,1056.5159,1323.4687,40.1514,0.90
5000,1280,720,90,1124.5637,1114.5563,1068.7020,1277.2510,42.7853,0.89
5000,1280,720,90,1117.4668,1112.3841,1086.4526,1235.9891,23.2777,0.89
5000,1280,720,90,1116.8281,1112.9717,1066.6611,1208.3285,25.2231,0.90
5000,1280,720,90,1140.3261,1133.6146,1087.5269,1336.5056,36.2178,0.88
8000,1280,720,90,1823.7811,1821.5165,1779.2017,1924.7748,28.7127,0.55
8000,1280,720,90,1883.9452,1870.0547,1761.9033,2143.3319,74.5879,0.53
8000,1280,720,90,1901.2908,1872.4406,1706.9102,2296.3835,124.0603,0.53
8000,1280,720,90,1784.3720,1775.4823,1695.8851,1999.4275,62.3653,0.56
8000,1280,720,90,1789.5641,1782.4415,1689.1598,1947.2728,50.8995,0.56
8000,1280,720,90,1833.7785,1818.3806,1722.4734,2138.1777,76.6066,0.55
8000,1280,720,90,1765.6035,1750.4779,1676.1928,2037.0044,57.9440,0.57
8000,1280,720,90,1741.7645,1739.3526,1685.8663,1862.5390,29.6372,0.57
8000,1280,720,90,1758.7544,1753.1418,1691.3456,1903.9175,39.8833,0.57
8000,1280,720,90,1758.1597,1744.0218,1682.2908,2034.4021,58.7255,0.57
